Place Name,Total Transactions count,Total Amount,Quarter,Year,State
champhai district,8480,20817381.34715029,2,2020,mizoram
saiha district,6775,19711305.59809842,2,2020,mizoram
serchhip district,10351,25197852.93925553,3,2020,mizoram
aizawl district,136460,413175918.9701165,3,2020,mizoram
lunglei district,30971,83270436.83501582,3,2020,mizoram
mamit district,17199,28176447.03052408,3,2020,mizoram
lawngtlai district,25540,62210090.16784427,3,2020,mizoram
kolasib district,15789,35985260.69099183,3,2020,mizoram
champhai district,11286,35131298.733567424,3,2020,mizoram
saiha district,7107,24796870.137284853,3,2020,mizoram
serchhip district,14804,39531569.17092189,4,2020,mizoram
aizawl district,166039,532069401.32491755,4,2020,mizoram
lunglei district,41847,117007241.0363552,4,2020,mizoram
mamit district,21383,48253980.82891422,4,2020,mizoram
lawngtlai district,32803,102209937.65580331,4,2020,mizoram
kolasib district,21149,56473537.936767064,4,2020,mizoram
champhai district,15587,50140873.98671983,4,2020,mizoram
saiha district,8995,40835573.753559604,4,2020,mizoram
serchhip district,12877,42644166.31194883,1,2021,mizoram
aizawl district,182220,609359098.2421973,1,2021,mizoram
lunglei district,40131,133262456.03079641,1,2021,mizoram
mamit district,18670,51226307.47618229,1,2021,mizoram
lawngtlai district,31658,106154307.36708312,1,2021,mizoram
kolasib district,22212,71207105.1965721,1,2021,mizoram
champhai district,13769,51873702.94129371,1,2021,mizoram
saiha district,8038,35378443.379863545,1,2021,mizoram
serchhip district,15664,39541209.17776598,2,2021,mizoram
aizawl district,222893,635733236.9899334,2,2021,mizoram
lunglei district,46084,125798685.12915291,2,2021,mizoram
mamit district,20464,51797964.37426141,2,2021,mizoram
lawngtlai district,38779,110575273.8536593,2,2021,mizoram
kolasib district,23910,66068598.117042184,2,2021,mizoram
champhai district,15913,52313277.17825453,2,2021,mizoram
saiha district,10633,41046228.48202239,2,2021,mizoram
serchhip district,19902,54838260.2224697,3,2021,mizoram
aizawl district,276340,865537331.9432542,3,2021,mizoram
lunglei district,55054,157303231.4425383,3,2021,mizoram
mamit district,22878,65856355.67206964,3,2021,mizoram
lawngtlai district,44431,130625157.50867541,3,2021,mizoram
kolasib district,30064,84157970.63748659,3,2021,mizoram
champhai district,18678,71974971.0552853,3,2021,mizoram
saiha district,11182,43455371.73017335,3,2021,mizoram
serchhip district,21092,58127189.33020972,4,2021,mizoram
aizawl district,317555,1021257676.359534,4,2021,mizoram
lunglei district,62996,193267816.7274936,4,2021,mizoram
mamit district,28553,76910208.12744261,4,2021,mizoram
lawngtlai district,47572,152734951.8376579,4,2021,mizoram
kolasib district,37950,113743718.8642811,4,2021,mizoram
champhai district,25625,100501231.3416473,4,2021,mizoram
saiha district,11986,54122948.93477549,4,2021,mizoram
serchhip district,25542,73577504.13530782,1,2022,mizoram
aizawl district,341192,1081700361.995988,1,2022,mizoram
lunglei district,70118,225762310.62306008,1,2022,mizoram
mamit district,31141,85615813.92389987,1,2022,mizoram
lawngtlai district,52546,177710904.9278996,1,2022,mizoram
kolasib district,41730,131565353.72167371,1,2022,mizoram
champhai district,28284,104778862.4111282,1,2022,mizoram
saiha district,14364,64447851.872286744,1,2022,mizoram
serchhip district,24248,72294618.64313027,2,2022,mizoram
aizawl district,364786,1137178791.396144,2,2022,mizoram
lunglei district,71974,216551898.04095763,2,2022,mizoram
mamit district,35643,98025373.52449821,2,2022,mizoram
lawngtlai district,55575,178078191.45037472,2,2022,mizoram
kolasib district,44824,125315221.50869851,2,2022,mizoram
champhai district,30607,103805199.372728,2,2022,mizoram
saiha district,16320,71937273.17240411,2,2022,mizoram
serchhip district,23168,65622336.99787671,3,2022,mizoram
aizawl district,383546,1129120156.989211,3,2022,mizoram
lunglei district,81428,231838246.93491787,3,2022,mizoram
mamit district,32604,88879142.37748808,3,2022,mizoram
lawngtlai district,52771,160991694.9587498,3,2022,mizoram
kolasib district,44830,121251949.18563811,3,2022,mizoram
champhai district,25701,86209300.03437017,3,2022,mizoram
saiha district,14990,62352784.58970161,3,2022,mizoram
serchhip district,25172,71431982.54694104,4,2022,mizoram
aizawl district,360350,1054341698.845992,4,2022,mizoram
lunglei district,99571,275164384.7691406,4,2022,mizoram
mamit district,39889,111490213.09424141,4,2022,mizoram
lawngtlai district,60120,176322495.4134693,4,2022,mizoram
kolasib district,55854,157046232.3046887,4,2022,mizoram
champhai district,33252,110073440.44820759,4,2022,mizoram
saiha district,19566,82040637.84033792,4,2022,mizoram
mon district,1851,2962723.1216541342,1,2018,nagaland
phek district,1397,1347986.0495203384,1,2018,nagaland
longleng district,605,547262.5934366982,1,2018,nagaland
mokokchung district,3428,5653655.116717219,1,2018,nagaland
kiphire district,255,558831.611179116,1,2018,nagaland
kohima district,11070,20744033.40863154,1,2018,nagaland
tuensang district,1861,2939509.973736079,1,2018,nagaland
peren district,587,1228042.9089448638,1,2018,nagaland
dimapur district,18449,38330087.582417004,1,2018,nagaland
zunheboto district,1700,1750900.6459182375,1,2018,nagaland
wokha district,1642,1942858.0739698592,1,2018,nagaland
mon district,2652,5592193.661835907,2,2018,nagaland
phek district,2058,3265939.4166390533,2,2018,nagaland
longleng district,526,606015.5837374015,2,2018,nagaland
mokokchung district,4472,6880664.952623585,2,2018,nagaland
kiphire district,497,1392292.112173449,2,2018,nagaland
kohima district,14759,41958069.334260106,2,2018,nagaland
tuensang district,2914,5272196.387110953,2,2018,nagaland
peren district,1151,3132544.259220087,2,2018,nagaland
dimapur district,31758,78472133.75014433,2,2018,nagaland
zunheboto district,1961,3800720.2210925473,2,2018,nagaland
wokha district,2851,2952808.201464099,2,2018,nagaland
mon district,4368,10680645.611665608,3,2018,nagaland
phek district,2951,4193127.0654867776,3,2018,nagaland
longleng district,529,941537.1576544917,3,2018,nagaland
mokokchung district,7245,14438372.11866864,3,2018,nagaland
kiphire district,1527,1911400.518954896,3,2018,nagaland
kohima district,20678,62621606.40209617,3,2018,nagaland
tuensang district,4657,8672814.868232306,3,2018,nagaland
peren district,1349,3565504.3902161866,3,2018,nagaland
dimapur district,44383,122676685.88107629,3,2018,nagaland
zunheboto district,3370,6042931.988762021,3,2018,nagaland
wokha district,3314,6048116.93383928,3,2018,nagaland
mon district,7966,25315124.343433652,4,2018,nagaland
phek district,3615,6547794.25416629,4,2018,nagaland
longleng district,907,1946732.363531557,4,2018,nagaland
mokokchung district,10673,21026422.57059867,4,2018,nagaland
kiphire district,2008,3577703.4535531667,4,2018,nagaland
kohima district,28604,84867917.08908926,4,2018,nagaland
tuensang district,5518,14443409.69886629,4,2018,nagaland
peren district,2071,6712394.6749083325,4,2018,nagaland
dimapur district,68046,202172094.67636642,4,2018,nagaland
zunheboto district,4966,12449027.88535971,4,2018,nagaland
wokha district,4959,8954846.535749527,4,2018,nagaland
mon district,9694,32110056.274005983,1,2019,nagaland
phek district,5062,12361140.846022049,1,2019,nagaland
longleng district,1593,2777167.98784134,1,2019,nagaland
mokokchung district,11808,22421067.666389488,1,2019,nagaland
kiphire district,2103,4550857.60564944,1,2019,nagaland
kohima district,34373,93498426.90985829,1,2019,nagaland
tuensang district,5962,15964521.79852754,1,2019,nagaland
peren district,2689,6473296.665928305,1,2019,nagaland
dimapur district,80741,222202606.82928652,1,2019,nagaland
zunheboto district,8860,16471426.45522037,1,2019,nagaland
wokha district,5694,13111143.37360057,1,2019,nagaland
mon district,10564,30077446.323373538,2,2019,nagaland
phek district,5232,11255799.070045209,2,2019,nagaland
longleng district,1530,3480572.778610671,2,2019,nagaland
mokokchung district,11894,28979287.99164507,2,2019,nagaland
kiphire district,2784,6816990.793895305,2,2019,nagaland
kohima district,35959,102757262.2728532,2,2019,nagaland
tuensang district,6027,16464089.793604631,2,2019,nagaland
peren district,2715,6719423.986701602,2,2019,nagaland
dimapur district,86518,258070892.01001912,2,2019,nagaland
zunheboto district,19752,43001192.88793166,2,2019,nagaland
wokha district,5778,12443724.24982292,2,2019,nagaland
mon district,17134,36965971.95544121,3,2019,nagaland
phek district,8985,20348950.007054422,3,2019,nagaland
longleng district,2839,5855246.426887816,3,2019,nagaland
mokokchung district,17903,35622564.40027682,3,2019,nagaland
kiphire district,4847,7311019.911698776,3,2019,nagaland
kohima district,50183,133224817.5431602,3,2019,nagaland
tuensang district,9274,19613846.13152032,3,2019,nagaland
peren district,4277,8062310.434825074,3,2019,nagaland
dimapur district,117140,307103749.6580388,3,2019,nagaland
zunheboto district,20054,60553998.31940129,3,2019,nagaland
wokha district,9242,16293996.925105989,3,2019,nagaland
mon district,23615,52231884.39564685,4,2019,nagaland
phek district,11054,24095426.02126249,4,2019,nagaland
longleng district,3517,7854502.106059718,4,2019,nagaland
mokokchung district,21048,44939725.570832215,4,2019,nagaland
kiphire district,5522,11787954.88635987,4,2019,nagaland
kohima district,58317,160227363.647287,4,2019,nagaland
tuensang district,11148,25427823.36983474,4,2019,nagaland
peren district,5148,10804065.561619181,4,2019,nagaland
dimapur district,142922,401874104.29732126,4,2019,nagaland
zunheboto district,23374,73875655.63763416,4,2019,nagaland
wokha district,11505,21418632.85491927,4,2019,nagaland
mon district,28668,56777615.99405684,1,2020,nagaland
phek district,13124,24135509.70029243,1,2020,nagaland
longleng district,4576,8570430.18028273,1,2020,nagaland
mokokchung district,22949,46458137.861980416,1,2020,nagaland
kiphire district,8571,15127296.523528462,1,2020,nagaland
kohima district,68246,160485650.566978,1,2020,nagaland
tuensang district,13234,29281215.251009904,1,2020,nagaland
peren district,6691,10449509.216743791,1,2020,nagaland
dimapur district,185428,497123725.474146,1,2020,nagaland
zunheboto district,12812,23929943.33884737,1,2020,nagaland
wokha district,13752,22440994.62650169,1,2020,nagaland
mon district,42193,72681549.71193531,2,2020,nagaland
phek district,21862,39562622.89144808,2,2020,nagaland
longleng district,8262,14490014.337710012,2,2020,nagaland
mokokchung district,34034,59551064.18105075,2,2020,nagaland
kiphire district,11097,21770604.46547427,2,2020,nagaland
kohima district,98852,235056409.18486091,2,2020,nagaland
tuensang district,19823,47286166.881044514,2,2020,nagaland
peren district,11337,17709802.02501765,2,2020,nagaland
dimapur district,232533,564581175.0225309,2,2020,nagaland
zunheboto district,18146,34250745.54624535,2,2020,nagaland
wokha district,19427,30734350.100484923,2,2020,nagaland
mon district,53050,85955858.55902225,3,2020,nagaland
phek district,26004,53114140.44005675,3,2020,nagaland
longleng district,10017,19598582.17987369,3,2020,nagaland
mokokchung district,43164,83590575.72604279,3,2020,nagaland
kiphire district,12462,29101447.582055062,3,2020,nagaland
kohima district,149404,438659891.1160105,3,2020,nagaland
tuensang district,25719,59266466.871754386,3,2020,nagaland
peren district,13958,25258376.20171611,3,2020,nagaland
dimapur district,352179,1122771447.128912,3,2020,nagaland
zunheboto district,21556,44845371.93193043,3,2020,nagaland
wokha district,28806,47486985.417419605,3,2020,nagaland
mon district,51806,149055802.7970511,4,2020,nagaland
phek district,28612,75169716.47521709,4,2020,nagaland
longleng district,13202,34760738.47659594,4,2020,nagaland
mokokchung district,48813,129158623.7271392,4,2020,nagaland
kiphire district,12945,38345433.69615828,4,2020,nagaland
kohima district,168861,528950655.2979771,4,2020,nagaland
tuensang district,29583,92512403.56008914,4,2020,nagaland
peren district,14947,37707510.79640248,4,2020,nagaland
dimapur district,422501,1549414048.2654042,4,2020,nagaland
zunheboto district,23475,60794471.327645406,4,2020,nagaland
wokha district,33080,77215466.14300685,4,2020,nagaland
mon district,43337,148431447.8118177,1,2021,nagaland
phek district,24927,86311391.9301224,1,2021,nagaland
longleng district,12009,34735822.64446311,1,2021,nagaland
mokokchung district,43465,116937738.43409449,1,2021,nagaland
kiphire district,10667,36122629.676752694,1,2021,nagaland
kohima district,209442,611989486.3557234,1,2021,nagaland
tuensang district,23643,84510754.52221693,1,2021,nagaland
peren district,12322,33575965.56407318,1,2021,nagaland
dimapur district,550985,1837044748.490061,1,2021,nagaland
zunheboto district,18219,51849616.04221482,1,2021,nagaland
wokha district,26881,65940883.14165088,1,2021,nagaland
mon district,51055,137641682.9703106,2,2021,nagaland
phek district,31478,98158667.79913512,2,2021,nagaland
longleng district,13528,39521626.841992125,2,2021,nagaland
mokokchung district,63952,152031632.4775684,2,2021,nagaland
kiphire district,12223,43311509.13928214,2,2021,nagaland
kohima district,274137,694940464.6072702,2,2021,nagaland
tuensang district,27199,84823658.15124774,2,2021,nagaland
peren district,15860,42645682.011797145,2,2021,nagaland
dimapur district,585389,1726249195.168853,2,2021,nagaland
zunheboto district,21747,54703199.48271288,2,2021,nagaland
wokha district,34223,82266645.13170332,2,2021,nagaland
mon district,56260,185806960.827731,3,2021,nagaland
phek district,36963,116637883.2960963,3,2021,nagaland
longleng district,14691,44639115.38971553,3,2021,nagaland
mokokchung district,59456,170603111.11593843,3,2021,nagaland
kiphire district,14042,52234088.86802093,3,2021,nagaland
